0.20138, 0.95838, 0.060331
0.22983, 0.98353, 0.041976
0.25034, 0.96403, 0.00096643
0.25248, 0.97933, 0.021374
0.254, 1.0099, 0.03722
0.25795, 0.92004, 0.044731
0.26093, 0.98847, 0.02869
0.26632, 0.98116, 0.089558
0.27124, 0.91688, 0.022193
0.27155, 0.92702, 0.0095355
0.3005, 0.88219, 0.07848
0.31244, 0.84665, 0.015648
0.31715, 0.8697, 0.029917
0.31899, 0.83256, 0.039367
0.33963, 0.73997, 0.091571
0.34575, 0.81342, 0.010455
0.40345, 0.84982, 0.084273
0.40476, 0.69522, 0.081779
0.40832, 0.7418, 0.0087579
0.41783, 0.63204, 0.082033
0.42295, 0.80336, 0.078901
0.42339, 0.61704, 0.074097
0.45329, 0.63028, 0.056585
0.47198, 0.62987, 0.033429
0.48457, 0.63189, 0.059009
0.49523, 0.6483, 0.051769
0.49526, 0.62238, 0.013945
0.50056, 0.69536, 0.055836
0.50382, 0.66896, 0.034522
0.51822, 0.52419, 0.088287
0.5273, 0.59396, 0.026759
0.5273, 0.54213, 0.036337
0.52792, 0.62586, 0.06862
0.53368, 0.64734, 0.084005
0.53417, 0.57383, 0.01493
0.53993, 0.56317, 0.0016555
0.54709, 0.54369, 0.037685
0.57514, 0.52539, 0.089197
0.57738, 0.58923, 0.054144
0.57811, 0.47227, 0.040134
0.58725, 0.5113, 0.01004
0.58729, 0.537, 0.068912
0.59003, 0.40858, 0.056803
0.6045, 0.49769, 0.0083331
0.61118, 0.54435, 0.086614
0.61324, 0.51157, 0.015674
0.63701, 0.48002, 0.013777
0.64716, 0.45697, 0.083199
0.65347, 0.48856, 0.015425
0.65832, 0.40792, 0.039758
0.66007, 0.40246, 0.026738
0.66707, 0.44485, 0.086945
0.68548, 0.44066, 0.0040341
0.69511, 0.39102, 0.019137
0.7015, 0.40615, 0.097072
0.7282, 0.4451, 0.023391
0.73933, 0.38984, 0.017489
0.74297, 0.42966, 0.080288
0.74595, 0.38231, 0.0062774
0.75608, 0.425, 0.07861
0.76439, 0.36571, 0.013575
0.76713, 0.40411, 0.020993
0.78244, 0.36107, 0.028376
0.80964, 0.44326, 0.092561
0.82362, 0.37687, 0.090726
0.825, 0.33793, 0.0079601
0.83394, 0.34986, 0.010756
0.84134, 0.33529, 0.0098077
0.85282, 0.30401, 0.099446
0.8779, 0.32528, 0.027608
0.88856, 0.32692, 0.0181
0.8994, 0.26817, 0.091937
0.91994, 0.25375, 0.042179
0.92888, 0.18698, 0.095829
0.9309, 0.26553, 0.06011
0.96805, 0.29453, 0.044471
0.97792, 0.23332, 0.049332
0.99998, 0.2887, 0.0096537
1.0043, 0.18487, 0.058518
1.0169, 0.29813, 0.035422
1.0298, 0.24311, 0.078396
1.0475, 0.26376, 0.01373
1.0518, 0.15907, 0.09
1.0532, 0.28102, 0.05279
1.0589, 0.26363, 0.047064
1.0592, 0.35114, 0.099331
1.0861, 0.1727, 0.064911
1.0876, 0.38739, 0.04938
1.0938, 0.23986, 0.049629
1.0977, 0.41469, 0.095836
1.1039, 0.25798, 0.03223
1.1262, 0.18237, 0.098259
1.155, 0.29221, 0.0087731
1.1758, 0.35781, 0.052848
1.1814, 0.33828, 0.050735
1.1859, 0.37106, 0.047034
1.189, 0.2226, 0.054771
1.1893, 0.31629, 0.056281
1.1947, 0.1848, 0.061491
